Colling,Context,Components,Tag,labels
लघु-काय,सः एवम् मनसि अकरोत् यदि एषः लघु-काय: जीव: एकाकी पर्वतम् खनित्वा स्व-आवासम् परिकल्पयितुम्,लघु-काय:,K1,Tatpurusha
प्रति-दिनं,डेबोरे प्रति-दिनं पुत्रं विद्या-आलयं प्रापय्य स्वयं च अविचायिलं,प्रति-दिनं,A1,Avyayibhava
रजः-तमः,सत्यं वक्ष्यन्ति ते कस्मात् अ-सत्यं रजः-तमाः,रजः-तमाः,Di,Dvandva
स-तिक्तं,सामुद्रकं स-मधुरं स-तिक्तं कटु पांशुजम्,स-तिक्तं,BvS,Bahuvrihi
वेपमान-तनुः,जन-सम्मर्देन आवृतः धेनु-विसृष्ट वत् सः इव दीना-आकृति: वेपमान-तनुः अश्रु-बिन्दुभि: क्लेदित-आस्यः बालक: एकः दृष्ट:,वेपमान-तनुः,Bs6,Bahuvrihi
सर्व-आत्मानं,माम् एकम् सर्व-आत्मानम् समम् सर्व-भूत-स्थितम् ईश्वरम् अच्युतम् गर्भ-जन्म-जरा-मरण-वर्जितम् अहम्,सर्व-आत्मानम्,T6,Tatpurusha
युव-राजः,किम् भवतः सर्वथा विनष्टा किम् भवान् अपि युव-राजः दिनकरवर्मा इव व्यवहरेत् सुन्दर्याः राजन्-कुमार्याः कस्याश्चित्,युव-राजः,K1,Tatpurusha
बाहु-मध्यानि,सर्वाणि मे बहु-मतानि तपस्-वनानि,बहु-मतानि,T6,Tatpurusha
करुण-दृष्टिम्,पार्श्ववर्तिनाम् गेहान् प्रति करुण-दृष्टिम् निक्षिपन्ती सा नैकम् अपि जनम् आत्मन्-रक्षायै,करुण-दृष्टिम्,K1,Tatpurusha
यथा-स्थानम्,उत्तम् उत्तमम् वस्तु अपेक्षितम् आसीत् तत् सर्वम् यथा-स्थानम् यथा-समयम् यथा-परिमाणम् तै प्राप्यते,यथा-स्थानम्,A1,Avyayibhava
प्रति-अक्षा,समये समये परिवार-जनानाम् सम्पर्केण तस्याः दुर्-भाग्य-कथा मम प्रति-अक्षा आसीत्,प्रति-अक्षा,A1,Avyayibhava
स्थित-प्रज्ञः,स्थित-धीः स्थित-प्रज्ञः मुनिः संन्यासी तदा उच्यते,स्थित-प्रज्ञः,Bs6,Bahuvrihi
कुशल-संविदम्,विहितः च कुशल-अभिषजाम् अनुलेपनैः लेप,कुशल-अभिषजाम्,K1,Tatpurusha
उद्वृत्त-दंष्ट्रः,मुष्टिम् कृत्वा गाढम् उद्वृत्त-दंष्ट्रः,उद्वृत्त-दंष्ट्रः,Bs6,Bahuvrihi
न-आत्मसु,न-आत्मसु तावत् आत्मन्-दर्शनम् न-सत्सु च सत्-दर्शनम् नाम,न-आत्मसु,Tn,Tatpurusha
मद्य-दुग्धे,न मद्य-दुग्धे पीत्वा च न स्नेहं न च,मद्य-दुग्धे,Di,Dvandva
स्व-जीवने,यदि त्वम् फलानि खादितुम् इच्छसि चेत् तर्हि स्व-जीवने वृक्ष-आरोपणम् कुरु,स्व-जीवने,T6,Tatpurusha
सम्मान-समारोहः,नगरस्य सुप्रसिद्ध-सितार-वादकस्य निखिलस्य सितार-वादन-कार्यक्रम: सम्मान-समारोहः च,सम्मान-समारोहः,T6,Tatpurusha
प्र-कम्पते,इदानीम् अषि प्र-कम्पते सा कदम्ब-शाखा मे मनसि च तव,प्र-कम्पते,Tp,Tatpurusha
न-इच्छन्,कृते सङ्कल्पे लेश-मात्रम् अपि शैथिल्यम् न-इच्छन् त्रिविक्रमः पुनः अपि वृक्षस्य समीपम् गत्वा,न-इच्छन्,Tn,Tatpurusha
अ-तृप्तिः,ता च पूति-मुख ता च तृष्णा-आधिक्यं च अ-तृप्तिः च आस्य-विपाकः च गल-पाकः च अक्षि-पाकः,अ-तृप्तिः,Tn,Tatpurusha
