Colling,Context,Components,Tag,labels
अ-कृत्वा,इतः च शोक-मोहौ न-कृत्वा शीत-उष्ण-आदि-सहनम् युक्तम् यस्मात्,न-कृत्वा,Di,Dvandva
अ-कृत्वा,तैः देवैः दत्तान् भोगान् न-प्रदाय न-दत्त्वा आनृण्यम् न-कृत्वा इत्यर्थः एभ्यः देवेभ्यः यः भुङ्क्ते स्व-देह-इन्द्रियाणि,न-कृत्वा,Tn,Tatpurusha
अ-कृत्वा,किम् कर्षण-आदि-संस्कारम् न-कृत्वा एव केदारात् धान्य-आदि कम् फलम् अनुभवेयुः,न-कृत्वा,Tn,Tatpurusha
अ-कृत्वा,ते युवानः तस्य दीन-वचसि कर्णम् न-कृत्वा एव तथैव अलाप-रस-निमग्नाः तस्थु:,न-कृत्वा,Tn,Tatpurusha
अ-कृत्वा,तेषाम् च देह-अन्तरम् न-कृत्वा क्षय-न-उपपत्तौ मोक्ष-न-उपपत्तिः,न-कृत्वा,Tn,Tatpurusha
गत-असुं,यात-यामं गत-रसं पूति पर्युषितं च यत्,गत-रसं,Bs6,Bahuvrihi
स्व-गेहम्,जीव प्र-विश जाते प्र-विश तपस्-वनानि नाम अतिथि-जनस्य स्व-गेहम्,स्व-गेहम्,T6,Tatpurusha
स्व-गेहम्,प्रदोष-समये सुहृदाम् पालनम् कृत्वा स्व-गेहम् आगतः गोपः स्व-वधूम् दूत्या सह किम्,स्व-गेहम्,T6,Tatpurusha
स्व-गेहम्,इति स-दर्पम् समुदीर्य श्रीनगरस्य विजनेन अध्वना स्व-गेहम् प्रति स-आयासम्,स्व-गेहम्,T6,Tatpurusha
स-आवेगम्,राजा स-आवेगम् इव मे हृदयम् गच्छ यथा-निर्दिष्ट अः,स-आवेगम्,BvS,Bahuvrihi
खिन्न-आशयाः,खिन्न-आशयाः ते स-गजाः स-योधाः,खिन्न-आशयाः,Bs6,Bahuvrihi
अल्प-सारः,जननी अपि सुत-स्नेहात् प्रति-दिनम् अल्प-आहार कम् निर्माय ताभ्याम् प्रादात्,अल्प-आहार,K1,Tatpurusha
धैर्य-वृत्तेः,कदर्थितस्य अपि च धैर्य-वृत्तेः,धैर्य-वृत्तेः,Bs6,Bahuvrihi
राज-प्रासादम्,किन्तु एकं कार्यं कर्तुं शक्यते यत् सुनीतिं राज-प्रासादम् आनयतु,राज-प्रासादम्,T6,Tatpurusha
राज-प्रासादम्,हेमा राज-प्रासादम् प्राप स्व-सर्वाम् कथाम् आदित: कथितवती,राज-प्रासादम्,T6,Tatpurusha
प्रसन्नता-पूर्वकम्,धर्मराजेण प्रसन्नता-पूर्वकम् एव शापः अङ्गीकृतः,प्रसन्नता-पूर्वकम्,T6,Tatpurusha
प्रसन्नता-पूर्वकम्,शम्बूकस्य शिरः प्रसन्नता-पूर्वकम् नेत्रे उन्मील्य रामम् पश्यत् अवदत् हे,प्रसन्नता-पूर्वकम्,Bs7,Bahuvrihi
अ-मत्सरी,सु-गुण-खनिम् एतं वीक्ष्य इन्द्र-आदयः अपि स-मत्सराः जाताः इति श्रूयते,स-मत्सराः,Bs6,Bahuvrihi
न-निमेषाभ्याम्,आगत्य सर्व-प्रथमम् अन्तरिक्षम् अपश्यत् विस्तृतम् नील-वर्णम् च न-निमेषाभ्याम् नेत्राभ्याम्,न-निमेषाभ्याम्,Bsmn,Bahuvrihi
शुक्ल-वर्णम्,शुक्ल-वर्णम् च अर्द्धचन्द्रम् ध्यायेत् वरुण-दैवतम्,शुक्ल-वर्णम्,Bs6,Bahuvrihi
स-उत्क्लेशः,तन्द्रा स-उत्क्लेशः आनाहः ज्वरः स्तम्भः विसंज्ञता,स-उत्क्लेशः,BvS,Bahuvrihi
प्र-तारकाणाम्,इति चिन्तयन् भवान् किम् न मन्यते एतादृशानाम् प्र-तारकाणाम् माया-भंगम् आवश्यकम् सुधीन्द्रस्य ताः इमाः तर्क-वाचः,प्र-तारकाणाम्,Tp,Tatpurusha
