Colling,Context,Components,Tag,labels
कुण्ड-आदौ,तत्र अभ्यर्च्य आचरेत् होमम् कुण्ड-आदौ प्राण-संयम इन्,कुण्ड-आदौ,Bs6,Bahuvrihi
धन-धाराभिः,इदानीं राज्ञा अवबुद्धं यत् सहायता-अर्थं गृहीतः धन-राशिः मन्त्रिणम् एव धन-अधीशम् अकरोत्,धन-राशिः,T6,Tatpurusha
रक्षण-विषये,तु शासन-कार्ये मतिम् कुर्यात् प्रजा-हितम् चिन्तयेत् देशस्य रक्षण-विषये अवधानवान् भवेत च,रक्षण-विषये,T6,Tatpurusha
दारुण-आकारः,राज-पुत्राणां गुरुः द्रोण-आचार्यः अपि तद्-अर्थम् अनुमतिं दत्तवान्,द्रोण-आचार्यः,K7,Tatpurusha
मह-आत्मनः,धर्म-ज्ञस्य महत्-आत्मनः दशरथस्य वंश-अभिवृद्धि-करः पुत्रः नाभवत्,महत्-आत्मनः,K1,Tatpurusha
परिणाम-आदि,काल-अन्तरे तत्रापि परिणाम-आदि दुखम् अनुभवन्त निवर्तन्ते,परिणाम-आदि,Bs6,Bahuvrihi
महत्-राजः,न-अन्य-गति कः महत्-राजः प्रतिश्रुति-पालने तत्परः जातः,महत्-राजः,K1,Tatpurusha
दक्षिण-दिशि,आवरङ्गजेबस्य कृते दक्षिण-दिशि गन्तुं बुन्देलखण्डात् एव मार्गः,दक्षिण-दिशि,T6,Tatpurusha
दुर्बल-इन्द्रियैः,कर्म-इन्द्रियैः कर्म-योगम् न-सक्तः स विशिष्यते,कर्म-इन्द्रियैः,T6,Tatpurusha
समग्र-नाशम्,अवशिष्टम् भवत्याः दर्शनेन प्रतीयते यत् भवती महत्-राजस्य समग्र-नाशम् वंश-नाशम् च कर्तुम् एव उद्युक्ता इति,समग्र-नाशम्,K1,Tatpurusha
प्रति-दिनं,सा प्रति-दिनं देवस्य प्रार्थनां करोति स्म,प्रति-दिनं,A1,Avyayibhava
द्वि-गुण,आयासः उप-अर्जने करणीय: सः हि तत् क्षेमाय द्वि-गुण तया विधेय:,द्वि-गुण,T3,Tatpurusha
वन-कामं,गच्छता कालेन पाण्डवाः वन-वासं यापयितुं तत्र आगच्छन्,वन-वासं,T7,Tatpurusha
मध्य-अह्न,समापन्ना मध्य-अह्न की वेला,मध्य-अह्न,T1,Tatpurusha
मध्य-वित्ताः,एतत् संभाव्यते चतुर्थ-उक्तम् न विद्यते अत एव मध्य-वित्ताः गृह-स्था: कन्यकानाम् शिक्षाम् तावद् एव प्रचालयन्ति,मध्य-वित्ताः,Bs6,Bahuvrihi
बाण-प्रयोगम्,रामः झटिति बाण-प्रयोगम् कृतवान्,बाण-प्रयोगम्,T6,Tatpurusha
पातु-कामा,एकदा मानसायाः महिषी जलम् पातु-कामा पंके निमग्नाः,पातु-कामा,Bv,Bahuvrihi
सु-युद्धेन,तेषां गुप्त-युद्धेन शायिस्तेखानः त्रस्तः अभवत्,गुप्त-युद्धेन,K1,Tatpurusha
महत्-राजः,इतः परं किं कर्तव्यम् इति महत्-राजः पृष्टवान्,महत्-राजः,K1,Tatpurusha
सुर-उत्तमम्,गन्ध-पुष्पैः समभ्यर्च्य ध्यात्वा देवम् सुर-उत्तमम्,सुर-उत्तमम्,Di,Dvandva
प्राण-अपानेषु७,प्राण-अपान रुद्ध्वा प्राणायाम-परायणाः,प्राण-अपान,Di,Dvandva
नरक-आद्याः,जनार्दन अर्दतेः गतिकर्मणः रूपम् असुराणाम् देव-प्रतिपक्ष-भूतानाम् जनानाम् नरक-आदि त्वात् जनार्दनः अभ्युदय-निःश्रेयस-पुरुषार्थ-प्रयोजनम् सर्वैः जनैः याच्यते,नरक-आदि,Bs6,Bahuvrihi
कटुक-उदयाः,शीते काले तथा उष्णे च कटुक-उष्ण,कटुक-उष्ण,Di,Dvandva
व्यवसाय-आत्मिका,व्यवसाय-आत्मिका निश्चय-स्वभावा एका एव बुद्धिः इतर-विपरीत-बुद्धि-शाखा-भेदस्य बाधिका,व्यवसाय-आत्मिका,Bs6,Bahuvrihi
गन्तु-कामाम्,अलम् अनया अत्र चेष्टया इत्युक्त्वा हठात् गन्तु-कामाम् ताम् बलात् निरुद्धय पार्श्व-वर्तिनम् नरम् प्रति,गन्तु-कामाम्,Bv,Bahuvrihi
